"ISO3","Country","Year","Total","Age_1517","Age_1819","Age_lt20","Age_gt20","Age_2034","Age_3549","Source","SourceYear"
"LBR","Liberia","2007","49.719124153615","57.90733132205","47.7545327128961","51.8395351892881","49.2643257972156","49.3692172074724","48.8110646219737","DHS","2007"
"LBR","Liberia","2013","65.5278621035256","79.8921223999627","63.1390880342626","70.7272450280941","64.0912119544405","63.8321354165671","65.277730767927","DHS","2013"
"MKD","The former Yugoslav Republic of Macedonia","2005","98.1018079791548","99.7127559520159","99.0640114430552","99.4089377210934","98.2097303445039","98.1738507819876","98.5543915306834","MICS","2005"
"MKD","The former Yugoslav Republic of Macedonia","2011","97.4807089414058","89.5743871457934","100","98.3195169529587","97.4355469668704","97.6815864570428","94.87276960511","MICS","2011"
"MDG","Madagascar","2000","46.1580196540792","52.9563915336987","51.6593804518798","52.0853905074772","50.4075776579032","51.3939668286027","46.4214605862043","MICS","2000"
"MDG","Madagascar","2003","50.0677593872714","47.0583267806592","50.6170907571151","49.0520424417304","50.3231939481823","50.5339950540138","49.4551622970177","DHS","2003"
"MDG","Madagascar","2008","43.7761227035346","42.6990207198073","42.2084049833031","42.4324571877207","44.1689912405402","44.9798412165422","40.8728701774688","DHS","2008"
"MWI","Malawi","2000","53.5877133348081","59.5538496511546","55.1508469233934","56.6873591084625","52.8229933589033","53.3559927461517","50.0481515003699","DHS","2000"
"MWI","Malawi","2004","54.5819300339751","62.0978504413169","53.8704542152195","56.4686786481281","54.1562732699608","55.0403539404117","48.8769746138761","DHS","2004"
"MWI","Malawi","2006","53.5634886110453","0","0","0","0","0","0","MICS","2006"
"MWI","Malawi","2010","75.3096696557336","84.4835035981496","79.7929299301061","81.5206674397308","74.0602115839875","75.3738614938692","66.9292518777081","DHS","2010"
"MWI","Malawi","2013","87.374469173612","91.8343556720632","89.4017116998562","90.2389892668495","86.6851561492194","87.7190973448277","81.0982774882502","MICS","2013"
"MDV","Maldives","2009","33.550925251988","10.843868937166","28.1753356167358","25.8156209901346","33.8506341450611","33.6275713553596","35.4655433186394","DHS","2009"
"MLI","Mali","2001","41.86803330064","49.9788373661033","45.9026568238758","47.5749251129895","40.4928051332811","40.880630087169","39.0538121876734","DHS","2001"
"MLI","Mali","2006","52.4640255652975","59.5537255824325","55.9292817127577","57.6481153678407","51.1896078028615","52.0192820248007","47.4638697495283","DHS","2006"
"MLI","Mali","2012","61.1906560704888","64.4611054466332","63.8317032233924","64.1011420626648","60.5839588234116","60.9531033664422","58.7140065681121","DHS","2012"
"MRT","Mauritania","2007","57.1216439242789","59.1133431168563","64.7097724761216","62.1652725878373","56.2049335984902","57.3142309953076","52.5075281782483","MICS","2007"
"MRT","Mauritania","2011","65.0511645911304","51.4464354709955","51.2976945974181","51.3469821064007","63.1689629551122","64.8232088371053","58.4139854529551","MICS","2011"
"MDA","Republic of Moldova","2005","99.4222680524728","100","100","100","99.3232392380524","99.2763970362915","100","DHS","2005"
"MDA","Republic of Moldova","2012","99.1678757397447","0","100","100","98.5595283542601","98.9879888385343","95.8285630202904","MICS","2012"
"MNG","Mongolia","2000","96.6336633663366","100","95.1612903225807","96.078431372549","96.7623252391464","96.8775677896467","95.7746478873239","MICS","2000"
"MNG","Mongolia","2005","99.2429477654576","100","97.1576805031242","97.7394841027718","99.3922581652584","99.4778838537669","98.8423954282911","MICS","2005"
"MNG","Mongolia","2010","98.824739942464","100","63.8003856927041","72.6582704231883","98.784186255629","98.8855498648351","98.4175271963085","MICS","2010"
"MNE","Montenegro","2005","98.8418431862736","100","100","100","98.7882964866959","99.2917604201538","95.5368493088267","MICS","2005"
"MNE","Montenegro","2013","99.0391855268962","100","100","100","98.9832845109249","98.8412667238569","100","MICS","2013"
"MAR","Morocco","2003","66.2848921848524","74.727663911223","69.1567265843824","70.7863999155049","65.8609036880142","66.2374698047204","64.3307879218829","DHS","2003"
"MOZ","Mozambique","2003","50.1531934689287","61.7490907085242","54.912970011596","58.004870788882","48.0023567137499","48.262631261427","46.7090963711912","DHS","2003"
"MOZ","Mozambique","2008","55.2503997592217","65.7430217592999","64.0229099776173","64.7415598344052","52.7856211222603","54.7487433710827","43.3020448719633","MICS","2008"
"MOZ","Mozambique","2011","55.7738960789295","67.623202175454","60.956811753512","64.0074437581723","53.6932055529786","55.5759313922162","45.9654369984503","DHS","2011"
"NAM","Namibia","2000","75.5832412741406","87.3583394354785","75.0578629618132","79.5349971463152","74.8265137475396","77.7806059147846","63.9733318479394","DHS","2000"
"NAM","Namibia","2006","81.5264150453723","76.9564010688276","85.1029628670109","82.0244949050664","81.4296885041745","83.3389860433231","72.6187341619936","DHS","2006"
"NAM","Namibia","2013","88.9607155857634","88.3761938959312","90.8769263450857","89.9630675960865","88.7821666519374","89.9731777262354","83.4901443667303","DHS","2013"
"NPL","Nepal","2001","12.3246043354771","19.5770450047984","17.784382830656","18.4498404081091","10.9560142855414","12.0690481896624","2.53377082065836","DHS","2001"
"NPL","Nepal","2006","21.3743679226047","27.6689087835951","25.4827030380523","26.2821610621831","20.1422395060389","21.0070902790854","10.893020771496","DHS","2006"
"NPL","Nepal","2011","43.327084757077","55.1646316789279","50.6537490886707","52.0871617619996","41.3061685205476","42.3977334009069","28.0100605304255","DHS","2011"
"NPL","Nepal","2014","55.5585505997545","55.6829995017418","56.2986862241851","56.1093829332834","55.4455813174874","56.7503565431255","38.1498845211403","MICS","2014"
"NIC","Nicaragua","2001","71.2457045801389","72.8976124597379","77.818664677035","75.4433766509082","69.6667572746939","70.9495394768651","60.8616344178481","DHS","2001"
"NER","Niger","2000","15.1688109139456","20.6791166862424","12.4502404416792","15.7096107014981","20.6841807505039","19.9222681325246","23.6719639178879","MICS","2000"
"NER","Niger","2006","19.237793855601","23.3961281054039","15.6554135436699","19.3015773014552","19.2233558440836","18.8693185643443","20.7963109099468","DHS","2006"
"NER","Niger","2012","33.4252034529126","39.5062255834316","38.7241936361266","39.0508627511688","32.416511581746","32.2290859500466","33.3530240751554","DHS","2012"
"NGA","Nigeria","2003","36.4684729220752","23.1602167296415","25.1151627090706","24.3682220542876","39.2477765925502","40.1564562331436","34.95924715613","DHS","2003"
"NGA","Nigeria","2007","44.3427998460767","31.2622079251108","31.1474503087255","31.184231813923","49.6761028386096","51.0356808322971","42.8106277370238","MICS","2007"
"NGA","Nigeria","2008","39.7429614560753","26.9369479793829","26.9243680203536","26.9293271490511","41.9355460288233","43.0371328079421","37.0985431281399","DHS","2008"
"NGA","Nigeria","2011","48.7279331943192","26.0398630402155","29.9366364990909","28.5916229846742","51.2281295001565","52.193062436792","47.0967315803484","MICS","2011"
"NGA","Nigeria","2013","39.8180435594586","25.4910129339752","26.1069433642556","25.8736756730796","42.208736657455","43.1821736933777","37.8463453559172","DHS","2013"
"PAK","Pakistan","2006","43.3477586835444","37.3819163179373","49.9768332069092","46.1147634087121","43.0599390301334","44.6026165679809","33.9703327150732","DHS","2006"
"PAK","Pakistan","2012","57.5519731043857","57.4736886781783","62.3544868185268","61.201445026058","57.2237844973646","58.8039517767392","45.961227293216","DHS","2012"
"PSE","State of Palestine","2014","99.5701567041828","99.3358807295527","99.5522949432513","99.3875406251541","99.7940180972658","99.7859412095872","100","MICS","2014"
"PAN","Panama","2013","91.5602853064239","87.1882802999302","90.4561248257973","88.9581122892988","92.1161191914801","92.8516921030832","87.908009809241","MICS","2013"
"PER","Peru","2000","63.1075028024257","54.6324879444821","65.7719603577875","61.1603771716516","63.4568643496569","64.1485603416094","60.4608432430192","DHS","2000"
"PER","Peru","2004","79.8274278327994","82.4946188193265","83.0386801657878","82.804619607101","79.2839688502253","80.174976624775","75.488824869656","DHS","2004"
"PER","Peru","2009","85.9127618226812","81.5003491898137","84.7520330115704","83.3314884955563","86.3933354361806","86.221850206428","87.0532878373603","DHS","2009"
"PER","Peru","2010","86.0740468983078","84.9507507583237","86.6766491226089","85.9818992272696","86.091109737509","86.6163620652699","83.9360247264381","DHS","2010"
"PER","Peru","2011","87.5195747340641","87.9050904156035","86.1278833534058","86.8849127577672","87.6254766884619","87.4427592578134","88.3619188672053","DHS","2011"
"PER","Peru","2012","89.1867415661995","86.042622438345","88.6802899984202","87.4631447881181","89.4871001413818","90.1652906963146","86.5565784316976","DHS","2012"
"PHL","Philippines","2003","61.5166145223976","46.5053713854776","64.7281932614715","59.9206581208297","61.6775757590923","63.1024717226664","55.776494450913","DHS","2003"
"PHL","Philippines","2008","64.6586715098743","46.6807369501415","66.5193020569169","60.8324363997112","65.1437825030202","66.9446851808108","57.290309689354","DHS","2008"
"PHL","Philippines","2013","78.651111150869","87.7626483366465","79.2824533306116","82.322564531075","78.1201332838721","79.7508364391818","71.2907505718846","DHS","2013"
"RWA","Rwanda","2000","30.9477226958791","42.4956927744367","43.2219799326182","43.0741253233152","30.0189937631206","33.2478404030274","19.6662604740981","DHS","2000"
"RWA","Rwanda","2005","40.9131872276899","47.2415261768209","55.0847747517727","53.2565641350365","40.3248704573515","42.4833998420233","32.537889773096","DHS","2005"
"RWA","Rwanda","2008","62.6966128379115","91.2123202537509","69.0486481311178","73.669517071687","62.2136112948509","64.9369989226537","51.4648513476055","DHS","2008"
"RWA","Rwanda","2010","80.464960973967","88.4674628641645","89.4729309283455","89.2932864110107","79.8333830020505","82.038505316453","69.8112916167806","DHS","2010"
"LCA","Saint Lucia","2012","98.7311205413888","100","100","100","98.5466582743717","98.3195394497626","100","MICS","2012"
"STP","Sao Tome and Principe","2000","78.5774898222096","100","76.3144448321878","80.8752397286655","77.9453193663211","82.048563640452","48.9305387051113","MICS","2000"
"STP","Sao Tome and Principe","2008","82.1491498542621","89.1853891469001","87.5374955322105","88.3502214910806","81.1485591567859","83.2990107974622","73.3016897311269","DHS","2008"
"SEN","Senegal","2000","59.6164617859898","54.6813330430554","62.7863952312338","59.297563309429","61.7874998219549","62.8429118107015","57.1052079562636","MICS","2000"
"SEN","Senegal","2005","52.931656669384","53.8794564549306","54.5226593652407","54.2608193046529","52.6837833391193","53.5660425747686","48.6897948091712","DHS","2005"
"SEN","Senegal","2010","64.5110506029519","63.0624096624985","66.9776675605606","65.454333049659","64.3525551417576","64.5742516339156","63.2847434476342","DHS","2010"
"SEN","Senegal","2012","49.6185509538127","56.7478984966551","52.656783053156","54.1028421636208","48.9493851269311","49.4380091176272","46.7509922044858","DHS","2012"
"SEN","Senegal","2014","59.7403851384698","62.1870222285994","59.1657823795524","60.2427500668072","59.6598572754122","60.188409830743","57.4284784735217","DHS","2014"
"SRB","Serbia","2005","99.0016400801852","99.3960076512601","98.4271579854076","98.6504693650957","99.046410180096","99.1422382382956","98.1022600650938","MICS","2005"
"SRB","Serbia","2010","99.7283592177603","96.5934096491546","100","98.6577984721424","99.7876188295578","99.7602789732055","100","MICS","2010"
"SRB","Serbia","2014","98.4134771569115","85.973619057581","97.6683957186889","95.3183777749806","98.5479973307187","98.3527346186278","99.8399330535477","MICS","2014"
"SLE","Sierra Leone","2000","41.7192518217455","25.1811203254161","38.9500064576158","34.4493643060369","50.054747188351","51.4275200136103","44.0108351413303","MICS","2000"
"SLE","Sierra Leone","2005","43.322070814568","44.5330562885515","52.2021457110744","49.1111414362713","43.8836593968974","44.2489458123129","42.2564305972794","MICS","2005"
"SLE","Sierra Leone","2008","42.4218533034795","36.5442164082656","41.458625492306","39.2841362204188","43.0066097965622","44.0911348806972","38.0909127899203","DHS","2008"
"SLE","Sierra Leone","2010","62.4933562466072","67.8367163209663","60.2491451665994","62.3786157562802","60.656667762988","61.1070615132401","58.4145095902257","MICS","2010"
"SLE","Sierra Leone","2013","62.6104156530624","66.3147772971686","65.575816974354","65.8600847550672","61.7953611796079","63.3943682015885","54.7109780052305","DHS","2013"
"SOM","Somalia","2006","33.0309696742481","35.2029565430906","32.3616475406044","33.2396598728875","32.8997447115272","33.8890348994473","28.3176727998934","MICS","2006"
"SSD","South Sudan","2010","19.448017991437","23.8317899669454","25.9295522026845","25.1818501205174","19.0662147669605","19.5780990690441","16.5492032930809","MICS","2010"
"SDN","Sudan","2010","23.0985588023385","16.7572307870967","25.4902110737619","22.8820758543399","23.1415749269157","22.8936119420631","24.1443528148959","MICS","2010"
"SUR","Suriname","2000","88.8439182869836","88.8439182869836","0","88.8439182869836","0","0","0","MICS","2000"
"SUR","Suriname","2006","89.7892354852151","88.1500518811068","92.3824587418357","90.2445796311993","89.7106422540344","90.9781040006663","83.6420345654708","MICS","2006"
"SUR","Suriname","2010","91.2020171479276","91.5130758738701","92.7886571929543","92.2465559573042","91.0164378488495","90.6355649687135","92.775217266483","MICS","2010"
"SWZ","Swaziland","2000","71.5488146396877","75.5705350357534","76.1328670761479","75.873445350066","72.949799013045","73.6366766239198","69.5465417753435","MICS","2000"
"SWZ","Swaziland","2006","74.9929212477488","74.442863628537","77.4335563909539","76.1373181842594","74.621913527919","75.8686179619548","66.5848820148592","DHS","2006"
"SWZ","Swaziland","2010","81.9755614093249","100","67.275643556618","68.8148014608921","79.4920867901008","80.8186548626599","72.9344489442809","MICS","2010"
"SYR","Syrian Arab Republic","2006","93.0052252735089","95.9032562927845","94.5316766724718","94.954254288975","92.8384405085012","93.500035020613","89.8505088838503","MICS","2006"
"TJK","Tajikistan","2000","71.2212817412334","75","79.6875","79.1666666666667","70.4545454545455","72.4349157733538","56.8421052631579","MICS","2000"
"TJK","Tajikistan","2005","83.3567730496493","98.6957460277841","88.1386844241922","89.8126219574143","82.8434695209278","83.4510679354086","78.1040865705962","MICS","2005"
"TJK","Tajikistan","2012","88.6842466961096","100","93.5235168243031","93.7344625715236","88.1782405967484","89.1486242059003","77.1745156829888","DHS","2012"
"TZA","United Republic of Tanzania","2004","44.1820410325794","51.4345743144019","46.955134096165","48.6822605779851","43.2942710095936","43.9560523015713","39.748748278147","DHS","2004"
"TZA","United Republic of Tanzania","2010","49.6580176485366","55.8906559800335","53.7386472270157","54.6713594856106","48.8218001185275","50.1422635432061","42.7610010307035","DHS","2010"
"THA","Thailand","2005","97.2547207550232","96.8957166848537","99.7383422761679","98.6920968402313","97.0605333389035","97.4787881780661","94.1996000677762","MICS","2005"
"TLS","Timor-Leste","2009","32.2793816378013","22.6088782915411","42.980286037695","38.4499206392076","31.8157200083069","32.8555951972099","28.8459110602304","DHS","2009"
"TGO","Togo","2000","48.6117798284777","0","0","0","0","0","0","MICS","2000"
"TGO","Togo","2006","69.13176791631","79.2051806677376","81.2629431117642","80.6869898197533","76.3929681167491","76.9460431230009","73.7592236727794","MICS","2006"
"TGO","Togo","2010","59.3772716108219","64.9745516482563","56.3371868761827","57.9362197537448","54.4765931129429","55.7133174755899","50.1728189810862","MICS","2010"
"TGO","Togo","2013","61.1679434015489","47.773661827549","60.0654718743732","55.7038716776014","61.8553549111803","64.5811922864753","49.4736827917765","DHS","2013"
"TTO","Trinidad and Tobago","2000","95.9641255605381","100","94.1176470588235","96.2962962962963","97.2826086956522","97.4358974358974","96.4285714285714","MICS","2000"
"TTO","Trinidad and Tobago","2006","97.8257199601583","100","94.1495842701313","96.2885938884902","98.0580878197997","97.9946552290071","98.3562313464512","MICS","2006"
"TUN","Tunisia","2011","98.6260516336921","100","82.7938358356347","88.160329357129","98.727752731519","98.6309902521381","99.0454326053658","MICS","2011"
"TUR","Turkey","2003","84.6402441499371","87.0650482571266","86.6087340509226","86.7282796076896","84.3704963711428","84.840866395665","79.9372986941536","DHS","2003"
"UGA","Uganda","2000","38.2687509035025","54.5508651609838","45.0466950374584","48.436472606951","36.0658402590982","37.5002066447082","28.0756046979944","DHS","2000"
"UGA","Uganda","2006","43.1854040452761","50.3900903813156","51.9982800209553","51.4801575275291","41.4741837955691","43.0453561504245","34.323356597428","DHS","2006"
"UGA","Uganda","2011","58.9109712518732","65.107398469062","67.5464081509975","66.6653180609802","57.4867798997619","58.5215520611182","52.54840644837","DHS","2011"
"UKR","Ukraine","2005","99.8075516276313","100","100","100","99.7852277853159","99.7687876397834","100","MICS","2005"
"UKR","Ukraine","2007","99.5618448972456","100","100","100","99.5230052415386","99.4831645200932","100","DHS","2007"
"UKR","Ukraine","2012","99.0421599682324","98.3782237196671","98.6227826902702","98.5648511397533","99.0753052405806","99.2552536543622","97.3744199154169","MICS","2012"
"URY","Uruguay","2012","98.1531035118799","97.6827087061528","99.8628843279549","99.6557470727735","97.473802445715","97.7277775259257","95.7206519013659","MICS","2012"
"UZB","Uzbekistan","2000","95.6268221574344","100","92.7272727272727","93.2203389830508","95.8532695374801","96.0950764006791","92.1052631578947","MICS","2000"
"UZB","Uzbekistan","2006","99.9106899837565","100","99.4119433604711","99.4539043582937","99.9370270656046","99.9329861712198","100","MICS","2006"
"VUT","Vanuatu","2006","73.9516656669811","60.2342749384362","83.709919102813","76.1400726906966","73.6649663096339","74.7689622273226","66.9943501738972","MICS","2006"
"VEN","Venezuela (Bolivarian Republic of)","2000","94.0207020413399","97.3911263197918","87.7434185804912","91.896213113103","94.3018117865999","93.7730550662989","98.1635047125925","MICS","2000"
"VNM","Viet Nam","2000","69.6101816776705","58.9641717599931","64.4768001376739","63.3711271265551","70.2232758619083","70.0756751110461","71.1007819690309","MICS","2000"
"VNM","Viet Nam","2002","85.8132030367156","74.905037871848","74.6166497035259","74.6600381896289","86.8130266720845","86.5319153384928","89.6491654481266","DHS","2002"
"VNM","Viet Nam","2006","87.7256698380642","81.7181525975132","70.956164270558","73.5955314497015","89.1116676848285","88.8980057823824","90.7563953697819","MICS","2006"
"VNM","Viet Nam","2010","92.875927326939","0","81.2892943954369","81.2892943954369","90.8546980891025","90.5373732271613","92.8195470228279","MICS","2010"
"VNM","Viet Nam","2013","93.7590830451781","88.1769933326212","86.3202592152072","86.855274611512","94.3974924407303","94.5478067369129","92.971146868562","MICS","2013"
"YEM","Yemen","2006","35.7456313591939","0","0","0","0","0","0","MICS","2006"
"YEM","Yemen","2013","47.4207714636634","52.0211203162652","56.7884424373402","55.404061859606","46.2432449356068","47.8981771058505","38.3249403694008","DHS","2013"
"ZMB","Zambia","2001","42.1470467521709","45.0139625620027","44.2504833389872","44.548847657303","41.5331895074646","43.0971582933969","33.2781119556879","DHS","2001"
"ZMB","Zambia","2007","45.6197535393112","64.6226196360494","49.2334889740697","55.3872181213307","43.7568910348335","45.2158809384956","36.3193976707127","DHS","2007"
"ZMB","Zambia","2013","68.8336375253631","79.4987201761875","73.5827088776506","75.9451010848905","67.2005336683669","69.4507062247131","57.188396614146","DHS","2013"
"ZWE","Zimbabwe","2005","66.6886949713184","63.6367230058664","65.5843358393401","64.9005096382866","67.1088659591044","68.6837113164929","54.592936129316","DHS","2005"
"ZWE","Zimbabwe","2009","60.2138975557527","51.0076458279238","60.7242687092771","57.1731365459413","60.9399076655459","61.7693241084795","54.0189507360542","MICS","2009"
"ZWE","Zimbabwe","2010","64.8527045558521","56.8248457013174","67.989714451171","63.8265944646751","65.0754215755304","65.5355843935544","61.8492777932844","DHS","2010"
"ZWE","Zimbabwe","2014","79.9924336452421","81.9692311893178","81.931030642677","81.9460545060557","79.5600267098142","79.8010531098658","78.1218182611617","MICS","2014"
